,Job Title,company,Location,Employment Type,level,requirement,description,Experience Needed,skills
10,Solution Integration & Operations Engineer - Saudi National ONLY,Brixio,"Riyadh, Saudi Arabia",Full Time,Not Specified,[],[],Not Specified,"['Information Technology (IT)', 'Computer Science', 'Computer Engineering', 'Engineering', 'Integration', 'Sales', 'System Integration', 'ERP', 'Java', 'Oracle', 'Sales Skills', 'Telecommunication', 'Software Engineering', 'Testing', 'XML', 'A/B Testing Solutions', 'Data Management', 'English', 'Git', 'Networking']"
11,Second Line Support and Network & Data Engineer.,Confidential Company,"Obour City, Cairo",Full Time,Experienced (Non-Manager),"['An Associate’s degree and 7+ years of relevant IT Systems-Network-Data-Security Engineering experience is preferred. Candidate will possess and MCSE windows server 2016 is preferred ', '·  Windows Server 2016  Directory Services and an other built in server Like DNS , DHCP , File Service ………………..', '· Google G-Suite Services ', '·  Network Engineering LAN/WAN', '· Cisco CCNA , CCNP Swathing and routing is preferred ', '· CCNA Security', '·  Cloud Computing and Virtualization Concepts is preferred ', '·  Data Engineering and Backup Concepts (Veeam , SCDPM)', '·  Maintenance of computer equipment, workstation and printer troubleshooting and repair, telecommunications and teleconferencing equipment.', '·  Strong interpersonal and IT troubleshooting skills.\n\n ']","['·  Provide technical support to users of IT services our corporate', '·  Assist users with problems related to computer and communications services, including operating systems, local area network (LAN) services and various applications packages', '·  Gather data and perform diagnostic techniques to help identify solutions to problems', ""·  Monitor the resolution of users' problems; expedite problem resolution efforts and coordinate with vendors and other technicians to resolve problems with telecommunication services, computer hardware, software and procedures"", '·  Serve as a principal point of contact for resolving user questions or problems concerning IT automation systems, software and/or hardware problems, password violations, and telecommunications trouble and work orders.', '·  Determine the exact nature of the problem (e.g., routine, non-routine, user error, faulty data lines, equipment malfunctions, software malfunctions, etc.) in order to provide or assist technicians, specialists and users with solutions to problems, and if you can’t solve it escalate to second line support', '·  Collect information from callers to be used in the troubleshooting and workstation and/or printer services.', '·  Performs other duties as assigned.\n\n ']",5 To 7 Years,"['CCNP', 'Cisco', 'DHCP', 'Engineering', 'Information Technology (IT)']"
12,Senior electrical BIM Engineer,Confidential Company,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),"['Hands-on experience using design and calculation software by RIVET', 'Deep knowledge of  engineering electrical  processes', 'Understanding of electrical engineering codes and safety standards', 'Problem-solving abilities', 'Attention to detail', 'Strong organizational and communication skills', ""Bachelor's degree in Engineering (Elec.) are welcome to apply"", '6+ years of solid work experience using BIM.', 'Excellent communication Skills.']","['Check design drawing validation for any queries.', 'Prepare / Shop drawings / Revit model for all disciplines ( MEP / Electrical  shop  drawings).', 'Coordinate between all disciplines to ensure zero clashes .', 'Extract shop drawings and Qs from Revit .', 'Send to project TO coordinator to get approvals .', 'Prepare As-built shop drawings and send to TO site coordinator to get approval .', 'Direct & Manage all processes related to technical office activates in line with contracts, base line and project requirements.', 'Support in planning the technical team resources and assigned tasks.', 'Monitor & control technical team performance ', 'Attend weekly progress meeting to report technical department progress & raise technical concerns – when needed.', 'Revise the invoices (owner/Subcontractors) coming from the site to make sure that it’s according to plan and contract terms.']",6 To 9 Years,"['BIM', 'Design', 'Skills', 'Electrical Engineering', 'attention to details', 'Revit MEP', 'Data Analytics', 'Communication skills', 'Software', 'Project Coordination']"
13,Business Data Analyst,Tidal,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in engineering or computer science or relevant.', '3 + years of professional experience.', 'Preferred to have experience in the software industry', 'Software  User Experience (UX) and Interaction Design (IX) experience is a must.', 'Knowledge of other software and tools commonly used in the industry (e.g., ERP systems, data analysis tools).', 'Proven experience as a Systems Analyst or similar role, with a solid understanding of systems analysis principles and methodologies.', 'Strong technical knowledge, including programming languages, databases, operating systems, and software development methodologies.', 'Excellent research and analytic skills', 'In-depth knowledge of Business & data modeling techniques', 'Excellent attention to detail', 'Ability to turn complex concepts into simple language', 'Excellent verbal and written communication skills', 'Excellent time management and prioritization skills.', 'Business Writing and Reporting.', 'Documentation proficiency in both English and Arabic.', 'Exceptional analytical and conceptual thinking skills.', 'The ability to influence stakeholders and work closely with them to determine acceptable solutions.', 'Advanced technical skills.', 'Excellent documentation skills.', 'Fundamental analytical and conceptual thinking skills.', 'Experience creating detailed reports and giving presentations.', 'Competency in Microsoft applications including Word, Excel, and Outlook.', 'A track record of following through on commitments.', 'Excellent planning, organizational, and time management skills.', 'Experience leading and developing top-performing teams.', 'A history of leading and supporting successful projects.', 'Preferred to have experience in the software industry']","['Determine operational objectives by studying business functions gathering information, evaluating output requirements and formats', 'Collaborate with software developers and programmers to ensure the effective implementation of system changes and enhancements.', 'Cerate & map the current process.', 'Cerate & build up clear project documentation.', 'Create project plans, tasks, and deliverables for technical teams, developers    ', 'Provides technical writing-up that is needed for project delivery + development and reporting requirements.', 'Performs related work as assigned.', 'Analyzing the structure of a business to determine how it operates and determine its objectives', 'Construct workflow charts and diagrams, studying system capabilities, writing specifications', 'Improve systems by studying current practices, designing modifications', 'Recommend controls by identifying problems, writing improved procedures', 'Maintain user confidence and protect operations by keeping information confidential', 'Prepare technical reports by collecting, analyzing, and summarizing information and trends', 'Interpret, evaluate, and interrelate research data and develop integrated business analyses and projections for incorporation into strategic decision-making', 'Perform daily, weekly, and monthly reviews and analyses of current processes using operational metrics and reports', 'Conduct software testing and quality assurance to ensure the reliability and performance of applications.', 'Troubleshoot and resolve software-related issues, working closely with end-users to provide support and guidance.']",More Than 3 Years,"['Analysis', 'Analyst', 'Business Analysis', 'Data Analysis', 'English', 'Computer Science', 'Software', 'Software Development', 'Information Technology (IT)', 'business', 'Research', 'Engineering', 'ERP System', 'HCM', 'Information Systems', 'Business Analytics', 'Business Plans', 'Team Leadership']"
14,Quality & Warranty Engineer,GB Corp,"Abu Rawash, Giza",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in Engineering is a must.', 'Excellent in MS Office & Power PI', 'Excellent in Communication & Presentation Skills', 'Technical automotive knowledge & Statistical data analysis']","['Ensure & validate the warranty policy implementation for the entire local manufacturing passenger vehicle during PDI, at the sales stage and after sales. ', 'Develop the required technical & statistical analysis - (annual, quarterly& monthly) regarding the top defected items (cost wise & count wise) based on the warranty claims for the PC.', 'Develop the monthly warranty audit for all local parts.', 'Provide the needed technical support needed regarding the warranty issue and to the service center side to enhance the CS.', 'Develop tracking criteria for the open technical cases to be tracked with manufacturing side.', 'Responsible on Reimbursement Local Parts within Warranty for PC.\n ']",1 To 3 Years,"['Automotive', 'Analysis', 'Data Analysis', 'quality', 'MS Office']"
15,Senior Data Engineer - Remote,GetTechForce.com,"Cairo, Egypt",Work From Home,Manager,"['7+ years of experience designing and implementing large scale software', '4+ years of experience working with Big Data technologies like Apache Beam,DataFlow, BigQuery, Kafka, Airflow and Spark', 'Experience designing a real-time Big Data platform', 'Experience deploying and managing Big Data infrastructure', 'Strong coding ability in an object oriented language (preferably Scala, Python, Java)', 'Excellent team player with strong communication skills (verbal and written)', 'Enthusiastic about collaborative problem solving', 'Bachelor’s degree or better in Computer Science']","['At Gettechforce we help companies build their teams.   We currently have over 30 remote developers in Egypt and are looking to expand our team now, by looking for an exceptional Senior Data Engineer to help us define and build our next generation data platform on top of Google Cloud, guiding its direction and integration within the company. This platform will support our internal analytics and personalization needs, while enabling future business opportunities. ', 'The role will be Monday to Friday  - 9am to 5pm as the main development hub is in Europe.', 'This is a full time role, but you will be a private contractor and responsible for your own taxes / insurance etc.    It will be 100% remote, so you can work from where ever you want.', 'We are currently expanding our team in Egypt, so you will have access to our other developers and we plan on having nights out and events with other team members as we continue to grow.\n ', 'You are curious to understand business needs and how to transform those requirements into data.', 'You view the present world as a pool of data and believe it is your job to create the tools and platforms needed to process it all.', 'You believe in a future where every business is data driven, making insightful decisions based on the data available, rather than being lost and dragged down by it.', 'When you hear the words ETL you are curious about the past we are living in since you process everything in real-time, using the latest technology.', ""You wonder if you will ever use the challenging algorithms you've learned in your Computer Science background on a day to day basis, or if it was just all for theory."", 'You thrive in a fast-paced, highly collaborative team of 3 to 5 engineers.', 'Understand the data sources and map them into respective domains', 'Build projects using complex business algorithms and load them in the data warehouse.', 'Present a schema management system design at an Engineering-wide architecture review', 'Build new data pipelines using Data Flow and DataForm', 'Code data fills in python-use nst Google Cloud Storage and BigQuery', 'Investigate, deploy and implement a caching solution for enabling real-time joins of big data sets', 'Develop a data quality validation framework used for both testing and real time production data', 'Design tools enabling easy-to-use workflows for internal teams using the data platform']",More Than 3 Years,"['Python', 'Java', 'SQL', 'Big Data', 'Information Analysis', 'Computer Science']"
16,Master Data Supervisor,Nahdet Misr Publishing Group,"Mohandessin, Giza",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in a relevant field or equivalent work experience."", 'Proven experience in master data management or a related role.', 'Strong understanding of master data management principles, processes, and best practices.', 'Familiarity with data governance frameworks and data quality management techniques.', 'Proficiency in using master data management systems and tools.']","['Oversee the management and maintenance of master data, ensuring accuracy, consistency, and integrity.', 'Collaborate with cross-functional teams to establish and enforce data governance policies, standards, and procedures to ensure data quality, consistency, and compliance with relevant regulations.', 'Develop and implement data quality management strategies to improve data accuracy and reliability.', 'Coordinate data consolidation efforts to ensure a unified and consistent view of master data.', 'Monitor and analyze data quality metrics, identify areas for improvement, and implement corrective actions.', 'Provide guidance and support to team members involved in master data management activities.', 'Conduct regular audits to ensure compliance with data governance policies and regulatory requirements.', 'Stay updated on industry best practices and emerging trends in master data management.', 'Collaborate with IT teams to optimize master data management systems and tools.', 'Provide training and support to end-users on master data management processes and tools.']",6 To 8 Years,"['Computer Science', 'Data Management', 'Master Data', 'Master Data Management', 'Computer Engineering', 'Data', 'Management', 'Information Technology (IT)']"
17,Data Scientist - Section Head,IDH,"6th of October, Giza",Full Time,Experienced (Non-Manager),"['Proven experience as a Data Scientist or Data Analyst', 'Experience in data mining', 'Understanding of machine-learning and operations research', 'Knowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an asset', 'Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop)', 'Analytical mind and business acumen', 'Strong math skills (e.g. statistics, algebra)', 'Problem-solving aptitude', 'Excellent communication and presentation skills', 'BSc/BA in Computer Science, Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred']","['Analyse raw data: assessing quality, cleansing, structuring for downstream processing.', 'Design accurate and scalable prediction algorithms.', 'Bring analytical prototypes to production.\nGenerate actionable insights for business improvements.', 'Enable decision-makers to consider resolutions for better operations through analytical dashboards using challenging survey data, design, and analysis.', 'Construct machine learning models for predicting the most probable solutions to converge.', 'Enhance data collection procedures to include information that is relevant for building analytic systems.', 'Process, cleanse, and verify the integrity of data used for analysis.', 'Solve complex business problems with data; using data scientific tools to find solutions for challenges in the realm of both big and small data as well as distils large, ambitious, and ambiguous initiatives into concrete, actionable data science solutions.', 'Deliver data science products from idea to deployment.', 'Develop processes and tools to monitor and analyse model performance and data accuracy.']",5 To 8 Years,"['Data Science', 'data scientist', 'Computer Science', 'Python', 'SQL']"
18,Senior Data Analyst,Basata,"Mokattam, Cairo",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in Computer Science, or Engineering.', 'Excellent experience in SQL.', 'Proven Experience with Data warehouse.', 'Proven Experience with Business Intelligence tool (Qlik, OBIEE).', '3+ years of hands-on experience in design and implementation of ETL framework for complex data warehouse projects.', 'Excellent knowledge of relational data modeling (ERD), SQL and data warehousing.', 'Experience in multiple database platforms, including POSTGRES, SQL Server, Oracle.', 'Hands-on experience in writing complex T-SQL and database performance tuning.', 'Should have expert level experience in building data lakes and data marts by working with each business unit and building high impact BI reports ,data warehouse projects ', 'Good knowledge with MS office (Excel, Word … ETC).']","['Extract and integrate data from different sources to Data warehouse.', 'Create BI dashboards and reports.', 'Provide consultation and trainings to teams who work with BI Solutions.', 'Collaborate with business leads, application owners, end users and third-party contacts to design, implement and test data warehouse applications in a phased manner.', 'Develop and test unit, system, performance with regression on ETL mappings.']",5 To 7 Years,"['Analysis', 'BI', 'Data Analysis', 'Data', 'Database', 'ETL', 'Information Technology (IT)', 'Oracle', 'SQL', 'Computer Science']"
19,Data Analyst,Zumra Food,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['BS in Computer Science, Information Management or Statistics', 'Proven working experience as a Data Analyst or Business Data Analyst', 'Technical expertise regarding data models, database design development, data mining and segment ', 'Proven success in a collaborative, team-oriented environment', 'Strong written and verbal communication skills in both AR and EN. ', 'Analytical skills', 'Problem solving skills.', 'critical thinking']","['Using automated tools to extract data from primary and secondary sources', 'Removing corrupted data and fixing coding errors and related problems', 'Developing and maintaining databases, and data systems – reorganizing data in a readable format ', 'Performing analysis to assess the quality and meaning of data', 'Filter Data by reviewing reports and performance indicators to identify and correct code problems', 'Using statistical tools to identify, analyze, and interpret patterns and trends in complex data sets could be helpful for the diagnosis and prediction', 'Assigning numerical value to essential business functions so that business performance can be assessed and compared over periods of time.', 'Analyzing local, national, and global trends that impact both the organization and the industry', 'Preparing reports for the management stating trends, patterns, and predictions using relevant data', 'Working with programmers, engineers, and management heads to identify process improvement opportunities, propose system modifications, and devise data governance strategies. ', 'Preparing final analysis reports for the stakeholders to understand the data-analysis steps, enabling them to take important decisions based on various facts and trends']",2 To 4 Years,"['Analyst', 'analytical', 'business', 'Analysis', 'Computer Science', 'Data Analysis', 'Data Analyst']"
20,Electrical BIM Engineer,Confidential Company,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),"['Hands-on experience using design and calculation software by RIVET', 'Deep knowledge of  engineering electrical  processes', 'Understanding of electrical engineering codes and safety standards', 'Problem-solving abilities', 'Attention to detail', 'Strong organizational and communication skills', ""Bachelor's degree in Electrical Engineering "", '5+ years of solid work experience using BIM.', 'Excellent communication Skills.']","['Check design drawing validation for any queries.', 'Prepare / Shop drawings / Revit model for all disciplines ( MEP / Electrical  shop  drawings).', 'Coordinate between all disciplines to ensure zero clashes .', 'Extract shop drawings and Qs from Revit .', 'Send to project TO coordinator to get approvals .', 'Prepare As-built shop drawings and send to TO site coordinator to get approval .']",3 To 6 Years,"['BIM', 'Design', 'Skills', 'Electrical Engineering', 'attention to details', 'Revit MEP', 'Data Analytics', 'Communication skills', 'Software', 'Project Coordination']"
21,DataOps Engineers,DXC.technology,"Cairo, Egypt",Full Time,Not Specified,[],"['designing and building data pipelines', 'Iterating on data pipeline automation and collaboration for improvement', 'Designing and developing the data-catalog', 'Data profiling and data lineage modules', 'Data Management and Data governance', 'Maintaining the data-catalog, data profiling and data lineage modules.', 'Cloud experience is a plus, especially Oracle Cloud Infrastructure', 'Bachelor’s degree in Computer Science, Information Technology, or related field.', 'Experienced in Kibana dashboard design and development.', 'Strong understanding of data visualization principles.', 'Excellent communication skills and ability to collaborate with cross-functional teams.', 'Familiarity with Grafana is a plus.']",Not Specified,"['computer science', 'dataops', 'engineering', 'information technology (it)']"
22,Senior Computer Vision Engineer,Noases,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),[],[],4 Years,"['Computer Science', 'Development', 'Engineering', 'Information Technology (IT)', 'Design', 'Installation', 'Software', 'Programming', 'English']"
23,Senior IOT Engineer,Noases,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['Experience in embedded system firmware and software development.', 'Good knowledge of IoT sensors and gateways, electronic product design, hardware testing, and troubleshooting.', 'Experience with IoT standards and communication protocols like MQTT, HTTPs, CoAP, etc.', 'Familiarity with M2M protocols like Modbus and client-server protocols like HTTP (REST/JSON) and Kafka.', 'Familiarity with industrial monitoring and control systems like SCADA, PLC, DCS, etc.', 'Understand the principles of TCP/IP and the Network Connection Principle of the Internet.', 'Familiar with various LAN networking.', 'Experience with communications channels such as WiFi, Zigbee, BLE, NB-IoT, Sigfox, LoRaWAN, etc.', 'Knowledge of communication protocols (I2C, SPI, UART, or other protocols) for system interface, programming, and debugging.', 'Familiar with wiring and interfacing protocols such as RS232, RS485, Ethernet, etc.', 'Experience in development boards, e.g., Arduino, Raspberry Pi, Edison, NodeMCU, etc.', 'Experience with MySQL and SQL knowledge is a plus', 'Knowledge of reading component data sheets and schematics.', 'Firm understanding of IoT architecture and principles.', 'Familiarity with big data and machine learning algorithms.', 'Strong analytical and reasoning skills.']","['Analyzing and understanding business and customer requirements for industrial IoT solutions.', 'Researching and shortlisting different IoT sensors and gateways for a target IoT solution.', 'Studying data sheets of different IoT sensors and gateways from different vendors and comparing them based on technology, certification, logistics, support, cost, and other constraints.', 'Interfacing different industrial IoT sensors with the company’s IoT platform.', 'Embedded C/Python/Node-RED programming for project development.', 'Designing platform solutions that are cloud-compatible and work with IoT applications', 'Sensor integration and firmware testing, debugging, documentation, and troubleshooting.', 'Ensure certifications and other regulatory compliance as per project requirements.', 'Work independently or in a group and take up project responsibilities.', 'Effectively communicate issues and request resolution from the IoT Solutions Team / CTO.']",3 To 5 Years,"['Information Technology (IT)', 'Software Development', 'MySQL', 'SQL', 'Software', 'Engineering']"
24,Senior Planning Engineer,City Master Group Developments,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),[],[],5 To 10 Years,"['Civil Engineering', 'Engineering', 'Project Management', 'Construction']"
25,Sr.Purchasing Engineer,Smart Group,"10th of Ramadan City, Cairo",Full Time,Experienced (Non-Manager),[],[],3 To 6 Years,"['Communication skills', 'Purchasing', 'Electrical', 'Electrical Engineering']"
