,Job Title,company,Location,Employment Type,level,requirement,description,Experience Needed,skills
43,Solution Architect,YOUXEl Technology,"Cairo, Egypt",Full Time,"Senior Management (CEO, GM, Director, Head)",[],[],8 To 12 Years,"['.Net', 'Agile', 'Architecture', 'Java', 'Solution Architect', 'Software', 'Cloud', 'Computer Science', 'Information Technology (IT)', 'Computer Engineering', 'DevOps']"
44,AWS Solution Architect,Pro Dev Tech,"Cairo, Egypt",Full Time,Experienced (Non-Manager),[],[],More Than 4 Years,"['AWS', 'Agile', 'Computer Engineering', 'Computer Science', 'DevOps', 'Engineering', 'Information Technology (IT)', 'Cloud', 'Java', 'Python', 'SOA', 'Software']"
45,Production Engineer,Public Cloud Service,"6th of October, Giza",Full Time,Experienced (Non-Manager),[],[],3 To 5 Years,"['Manufacturing', 'Production', 'Engineering']"
46,DevOps Manager,Pro Dev Tech,"Cairo, Egypt",Full Time,Manager,[],[],7 To 10 Years,"['Computer Engineering', 'Computer Science', 'Cloud', 'DevOps', 'Information Technology (IT)', 'Management', 'Linux', 'Oracle', 'Python', 'Kubernetes', 'Docker', 'CI/CD']"
47,Senior IOT Engineer,Noases,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['Experience in embedded system firmware and software development.', 'Good knowledge of IoT sensors and gateways, electronic product design, hardware testing, and troubleshooting.', 'Experience with IoT standards and communication protocols like MQTT, HTTPs, CoAP, etc.', 'Familiarity with M2M protocols like Modbus and client-server protocols like HTTP (REST/JSON) and Kafka.', 'Familiarity with industrial monitoring and control systems like SCADA, PLC, DCS, etc.', 'Understand the principles of TCP/IP and the Network Connection Principle of the Internet.', 'Familiar with various LAN networking.', 'Experience with communications channels such as WiFi, Zigbee, BLE, NB-IoT, Sigfox, LoRaWAN, etc.', 'Knowledge of communication protocols (I2C, SPI, UART, or other protocols) for system interface, programming, and debugging.', 'Familiar with wiring and interfacing protocols such as RS232, RS485, Ethernet, etc.', 'Experience in development boards, e.g., Arduino, Raspberry Pi, Edison, NodeMCU, etc.', 'Experience with MySQL and SQL knowledge is a plus', 'Knowledge of reading component data sheets and schematics.', 'Firm understanding of IoT architecture and principles.', 'Familiarity with big data and machine learning algorithms.', 'Strong analytical and reasoning skills.']","['Analyzing and understanding business and customer requirements for industrial IoT solutions.', 'Researching and shortlisting different IoT sensors and gateways for a target IoT solution.', 'Studying data sheets of different IoT sensors and gateways from different vendors and comparing them based on technology, certification, logistics, support, cost, and other constraints.', 'Interfacing different industrial IoT sensors with the company’s IoT platform.', 'Embedded C/Python/Node-RED programming for project development.', 'Designing platform solutions that are cloud-compatible and work with IoT applications', 'Sensor integration and firmware testing, debugging, documentation, and troubleshooting.', 'Ensure certifications and other regulatory compliance as per project requirements.', 'Work independently or in a group and take up project responsibilities.', 'Effectively communicate issues and request resolution from the IoT Solutions Team / CTO.']",3 To 5 Years,"['Information Technology (IT)', 'Software Development', 'MySQL', 'SQL', 'Software', 'Engineering']"
48,DevOps Engineer,Sulfah,"Maadi, Cairo",Full Time,Experienced (Non-Manager),"['Bachelor Degree in computer sciences/ computer engineering or equivalent.', '2 to 4 years of experience in software configuration management.', 'Strong knowledge in SDLC Management. Experience with version control tools (DevOps, GIT, ...) from Management and administration point of view.', 'Good knowledge in DevOps, CI/CD methodologies and tools (Jenkins, DevOps pipelines, Docker, Containers).', 'Knowledge with the various application Servers, ex. Apache, NGINX.', 'Knowledge in SharePoint administration. Knowledge in Scripting languages, ex. PowerShell, Bash.', 'Strong knowledge in release management process and regulations.', 'Strong skills in troubleshooting deployments and configuration issues.', 'Familiar with various operating systems (Windows, Linux and MacOS).']","['Manage/administrate Cloud Servers.', 'Support and maintain version control activities.', 'Implement CI/CD methodology using Pipelines and Gitlab.', 'Design, maintain and enhance build and deploy automation scripts using different tools and techniques for different SDLCs.', 'Build/package different products components including websites, windows services, web services, backend and mobile applications.', 'Manage baselines/tags and ensure/apply source control policies.', 'Enhance SDLC processes and procedures.', 'Generating security code scan reports.', 'Manage products release cycle and deployment on different environments (Testing, penetration testing, integration activities, etc.).', 'Troubleshoot application configuration issues in testing, staging, UAT environments.', 'Build reports and dashboards']",2 To 4 Years,"['Computer Engineering', 'Computer Science', 'DevOps', 'Information Technology (IT)', 'Software Development']"
49,Software Engineer (Backend) - Saudi National,HungerStation LTD,"Riyadh, Saudi Arabia",Full Time,Not Specified,[],"['Take part in architectural decision-making on a platform that is used by millions of people.', 'Actively participate in migrating our monolithic application into Microservices.', 'Playing an active role in designing, improving and most importantly securing the overall backend architecture to support massive growth in users and products without compromise.', 'Deal with Docker containers, Kubernetes manifests, all this on Google Cloud Platform.', 'Coaching and mentoring other team members as a senior member of the team and member of our Backend Chapter', 'We embrace Design Driven Development, SOLID Principles, Event-driven Architecture, Algorithms and automated tests (unit, integration and functional).', 'Understanding development lifecycle and collaborating with cross-functional and agile teams.', 'Participate in the continuous and common effort of test coverage, refactoring and documentation.', 'Showing off your code review, debugging and investigation skills on a regular basis.', 'More than 5 years of experience in one of these programming languages like GoLang, RoR, Java, or Python.', 'Strong experience with common monitoring/alerting/logging tools such as Prometheus, New Relic, Datadog, ELK stack, and distributed tracing.', 'You’ve built complex, high-quality applications, and have a strong knowledge of Domain Driven Design and microservice architecture.', 'You’re proficient in selecting from best practice Design Patterns and Design Principles when building your Software Architectures and Algorithms', 'Good knowledge of databases (PostgreSQL and NOSQL). (You should be aware of normal forms, ACID, isolation levels, and index anatomy).', 'Flexible and open-minded personality and comfortable working in a multicultural environment and in English.', 'Familiar with the following; Docker & Kubernetes, GCP, AWS, terraform, and caching.', 'Experienced using TDD approach during development', 'We offer visa & relocation support globally to our permanent employees.', 'Exchange ideas and meet 2000+ colleagues from different teams within Delivery Hero in our active guilds and through our global tech & product community.', 'Develop your skills with your personal educational budget for conferences and external training.', 'Access our LinkedIn learning platform and participate in our various in-house training.', 'And much more…']",Not Specified,"['Information Technology (IT)', 'Computer Science', 'Software Development', 'Software Engineering', 'Engineering', 'Computer Engineering', 'Software', 'javaScript', 'SQL', 'HTML', 'CSS', 'Web Development', 'MVC', 'C#', 'Agile', 'PHP', 'Java', '.NET', 'HTML5', 'jQuery']"
50,Senior PHP Developer,Confidential Company,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Computer Science, Software Engineering, or a related field. Master's degree is a plus."", '5+ years of demonstrated experience as a PHP Developer, with a robust portfolio of e-commerce projects.', 'Proficiency in PHP web frameworks, particularly Laravel, and familiarity with related tools and libraries.', 'Strong grasp of native PHP patterns like MVC (Model-View-Controller).', 'Solid understanding of front-end technologies including HTML5, CSS3, JavaScript, and responsive design.', 'Solid understanding of relational databases (MySQL, PostgreSQL) and experience with database design and optimization.', 'Familiarity with version control systems, particularly Git, and collaborative development workflows.', 'Excellent problem-solving skills, with a knack for dissecting complex technical challenges.', 'Exceptional communication skills, capable of conveying technical concepts to non-technical stakeholders.', 'Familiarity with Agile/Scrum development environments is advantageous.', 'Knowledge of cloud platforms (AWS, Azure, Google Cloud) and containerization (Docker) is beneficial.', 'Prior experience mentoring junior developers is a plus.']","['Participate in the architecture, design, and development of advanced e-commerce features using PHP and related technologies.', 'Collaborate with UI/UX designers to craft seamless, responsive, and visually appealing user interfaces.', 'Ensure the scalability, performance, and security of the platform, prioritizing speed and user experience.', 'Integrate third-party APIs, payment gateways, and shipping solutions to enhance platform capabilities.', 'Provide guidance and support to junior developers, promoting best practices and knowledge sharing.', 'Contribute to code reviews, upholding code quality, and ensuring adherence to coding standards.', 'Troubleshoot and resolve intricate technical challenges, enhancing the robustness and stability of the platform.', 'Collaborate with Product Managers to refine project requirements and translate them into technical specifications.', 'Stay abreast of industry trends and emerging technologies, suggesting improvements and innovations.', 'Play an active role in agile development practices, including sprint planning, daily stand-ups, and retrospectives.']",More Than 5 Years,"['Computer Science', 'CSS3', 'HTML5', 'Information Technology (IT)', 'JavaScript', 'MySQL', 'PHP', 'AWS', 'Microsoft Azure', 'Google Cloud', 'Agile/Scrum', 'PostgreSQL', 'Git', 'Software Development']"
51,GCP DevOps Engineer,Callsign Inc,"Dubai, United Arab Emirates",Full Time,Not Specified,[],"[""Lead the design, implementation, and operational support of the infrastructure on GCP leveraging the latest services and technologies including, but not limited to, Kubernetes and Google's new networking solutions."", 'Automate the provisioning of environments and the deployment of those environments using orchestration scripts.', 'Support, troubleshoot, monitor and optimize production systems.', 'Ensure system stability, security, efficiency, and scalability.', 'Collaborate with cross-functional teams to ensure seamless deployment of software.', 'Enhance monitoring and troubleshooting solutions with GCP’s operations suite.', 'Lead initiatives for upgrading and scaling our systems to improve availability, reliability, and performance.', 'Collaborate with the team to establish DevOps practices, CI/CD pipelines, and deployment strategies']",Not Specified,"['Computer Science', 'Information Technology (IT)', 'DevOps', 'Docker', 'AWS', 'Linux', 'Software Development', 'Engineering', 'Python', 'Jenkins', 'Software Engineering', 'Git', 'Kubernetes', 'Computer Engineering', 'MongoDB', 'MySQL', 'Ansible', 'SQL', 'HTTP', 'CI/CD']"
52,Senior .NET Developer Support Engineer,SalesArm,"New Cairo, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Computer Science, Software Engineering, or a related field."", 'Extensive experience in software development using .NET Framework, C#, MVC, WCF SOAP and Rest services, HTML, JavaScript, jQuery, and MS SQL DB programming.', 'Strong understanding of object-oriented programming concepts and principles.', 'Proficient in troubleshooting and problem-solving, with the ability to quickly analyze and resolve issues.', 'Knowledge of integrating various tools and technologies into applications.', 'Familiarity with agile development methodologies and practices.', 'Excellent communication skills, with the ability to effectively collaborate with cross-functional teams and clients.', 'Strong documentation skills with the ability to create clear, concise, and comprehensive technical documents.', 'Strong attention to detail and ability to manage multiple tasks and priorities effectively.', 'Self-motivated, proactive, and able to work independently as well as in a team.', 'Flexibility to travel and work both onsite and offshore as per project requirements.', 'Experience with front-end frameworks/libraries (e.g., jQuery).', 'Familiarity with cloud platforms (e.g., Azure) and their associated services.', 'Knowledge of version control systems (e.g., TFS).', 'Understanding of software testing methodologies and practices.']","['Develop and maintain high-quality software applications using .NET Framework, C#, MVC, WCF SOAP and Rest services, HTML, JavaScript, jQuery, and MS SQL DB programming.', 'Collaborate with the development team to design, develop, and implement robust and scalable solutions.', 'Provide technical support to clients, troubleshooting and resolving issues promptly.', 'Perform analysis of client requirements and propose suitable solutions.', 'Participate in customer meetings, understand their requirements, and provide technical guidance and advice on potential solutions.', 'Integrate various tools and technologies to enhance the functionality of applications.', 'Ensure code quality through code reviews, unit testing, and adherence to coding standards.', 'Collaborate with cross-functional teams including project managers, designers, and QA engineers to deliver successful projects.', 'Keep up-to-date with industry trends, technologies, and best practices to continuously improve skills and knowledge.', 'Act as a mentor to junior developers, providing guidance and support when needed.', 'Willingness to travel and work onsite at client locations as well as offshore as required.']",8 To 15 Years,"['Front-End Development', '.Net Framework', 'C#', 'MVC', 'SOAP', 'RESTful APIs', 'HTML', 'JavaScript', 'SQL DB programming', 'jQuery', 'OOPS Concept', 'Computer Science', 'Agile', 'Software Development', 'WCF Services', 'Microsoft TFS']"
53,Integration Engineer,Expleo,"Maadi, Cairo",Full Time,Experienced (Non-Manager),[],"['Install and configure the solution on hardware or VMware;', 'Integrate the solution at the customer site or hosted, connecting with customer backend or core network elements;', 'Write some technical documentation;', 'Review the customer acceptance plan documents and updated if needed;', 'Assist the development and validation team during the project;', 'Provide visibility to Validation Technical Leader and Project Manager on his/her work progress (actual and estimated time to complete tasks);', 'Execute the acceptance test plan with the customers;', 'Write the Operation and Maintenance Guide (OMG);', 'Technical support of Cloud, On-Premises, and Hybrid services', 'Design and implement changes into the systems', 'Maintain and enhance internal tools to improve service industrialization for Cloud and On-Premises services', 'Provide technical guidance for new or evolution of services and for consolidated technical analyses', 'Lead the optimization of service reliability, performance and security', 'Provide technical direction when CAB requires tier II input, expertise or changes with high risk impacts on customer SLAs', 'Responsible for product and technical knowledge ramp-up of the Tier II Support team', 'Participate in the definition of production requirements', 'Manage performance. Track and report critical supply and demand metrics. Use data to optimize processes, creatively solve problems, and track results', 'Participate at the preparation and review of technical product & customer specific documentation']",1 To 6 Years,"['Python', 'Linux', 'SQL', 'Unix', 'SSL']"
54,IT Operation Team Lead,Caduceus Lane,"San Stefano, Alexandria",Full Time,Experienced (Non-Manager),[],[],7 To 10 Years,"['IT Service Management', 'Information Technology (IT)', 'Computer Science', 'Software Development', 'Information Systems', 'CCNA', 'Cloud Computing', 'ITIL', 'MCSA', 'IT', 'Software Engineering', 'Cloud']"
55,IT Team Leader,Engosoft,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's or Master’s degree in Computer Science or a related field"", 'Minimum of 6 years of experience in IT team leadership roles', 'Experience in software development, DevOps, and agile methodologies', 'Proven experience in leading and managing a diverse IT team towards success', 'Outstanding communication, presentation, and organizational skills', 'Ability to multitask, prioritize, and manage time effectively', 'Experience in project management, budgeting, and resource allocation', 'Ability to work both independently and as part of a team', 'Located in Cairo, Egypt, or willing to relocate', 'Strong knowledge of Linux/Unix and Windows operating systems', 'Experience with virtualization, cloud computing, and containerization technologies', 'Ability to troubleshoot and resolve technical issues in a timely manner', 'Excellent communication and interpersonal skills, and the ability to work in collaborative teams', 'Certification such as MCSA, RHCE, or CCNA is a plus', 'Experience with security measures and data protection is a plus', 'Familiarity with backup and disaster recovery solutions.', 'Strong communication and interpersonal skills, with the ability to effectively convey technical concepts to both technical and non-technical stakeholders.', 'Experience in leading and mentoring team members is a plus.', 'Demonstrated ability to manage multiple priorities, meet deadlines, and adapt to changing business needs.', 'In-depth knowledge of Windows and Linux operating systems, virtualization technologies, and cloud platforms (e.g., AWS, Azure).', 'Experience in Firewall, Linux, Host, Cpanel, VoIP, UM', 'Experience in managing vendor relationships and contracts is a plus.']","['Lead and manage a team of IT professionals, including system administrators, network engineers, help desk technicians, and other technical staff.', 'Provide guidance, mentorship, and training to team members, fostering their professional growth and development.', 'Set clear goals and expectations, monitor performance, and provide regular feedback and performance evaluations.', 'Foster a positive and collaborative team environment, promoting effective communication and knowledge sharing.', 'Oversee resource allocation, workload management, and project assignments within the team.', ""Collaborate with senior management to develop and execute the IT strategy aligned with the organization's goals and objectives."", 'Identify emerging technologies and trends that can drive innovation and improve operational efficiency.', ""Develop and implement IT policies, procedures, and best practices to ensure the security and integrity of the organization's IT infrastructure and systems."", 'Stay up to date with industry standards, regulations, and best practices, ensuring compliance and driving continuous improvement.', 'Lead the planning, execution, and delivery of IT projects, ensuring adherence to project timelines, budgets, and quality standards.', 'Define project scope, objectives, and deliverables, and manage project risks and issues.', 'Collaborate with cross-functional teams and stakeholders to gather requirements, assess feasibility, and align project goals with business needs.', 'Monitor project progress, provide regular status updates, and communicate project outcomes to stakeholders.', 'Provide technical guidance and support to team members, assisting in the resolution of complex technical issues.', 'Collaborate with the help desk and support teams to ensure timely and effective resolution of user-reported IT issues.', 'Troubleshoot and resolve escalated technical issues, ensuring minimal disruption to business operations.', 'Stay informed about the latest technologies and advancements in the IT field, sharing knowledge and insights with the team.']",More Than 6 Years,"['Information Technology (IT)', 'Leadership', 'Management', 'Software', 'Software Development', 'Computer Science', 'Cisco Firewall', 'Firewall', 'Fortinet Firewall', 'Fortigate Firewall', 'Firewall Administration', 'Windows Server', 'Linux Operating System', 'Linux OS', 'Linux', 'Domain Hosting', 'cPanel', 'VoIP', 'Voip Systems', 'Cloud Computing', 'Cloud Services', 'Cloud', 'CCNA', 'Cisco CCNA', 'MCSA']"
56,Network Engineer,Injaz Tech for advanced systems,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),"['Bachelor’s Degree in Computer Engineering, Computer Science, or MIS.', 'Experience in a similar position. (Preferred experience in system integrator).', 'Experience in Fortinet products is a must or equivalent certificate NSE4.', 'CCNA , CCNP security.', 'Strong knowledge of infrastructure technologies Cloud Services, Networking, Data Centers, Hardware, and Integrations.', 'Advanced knowledge of network operating systems including Cisco, HP, Huawei, etc….', 'Solid background in network administration and architecture.', 'Familiarity with access control models and network security.', 'Must be team oriented, team player ability to communicate different teams.', 'Good Analytical skills.', 'Excellent time-management skills', 'Excellent oral and written communication skills.', 'Multitasking and prioritization skills', 'Knowledge and experience with different types of networking systems.', 'Very Good in English.']","['Responsible for all network and security related to active and passive (WAN – LAN - WLAN – Switching- Routing – firewalls -Mail security gateway - VOIP System- Cabling, PDUs, UPS).', 'Configure switches VLANs, IP addresses designs, Port Channel, VPC Virtual port channel ,STP , and Network Design.', 'Support in preparing high level Design, low level design, and Implementation/migrations plans for Network Infrastructure and security.', 'Monitor network traffic for unusual activity, and all connections running from/to Main datacenter and different sites.', 'Monitoring all network infrastructure systems hardware/software to ensure that systems are up and running well.', 'Perform solution releases by authorizing, validating (changes, upgrades, updates, patches, and migrations) and implementing them.', 'Coordinate and oversee log analysis for company managed services offerings to ensure security policy security requirements are met.', 'Guarantee network security best practices are executed through auditing: router, change control, switch, firewall configurations, and monitoring.', 'Troubleshoot all related network hardware and software errors by running diagnostics, documenting problems and resolutions, prioritizing problems, and assessing impact of issues.', '  Install, configure, and troubleshoot Windows / Linux servers, AD, DNS, NTP, and DHCP.', ' Provide application support by telephone calls, emails and onsite visit / travelling when needed.', 'Provide help-desk support for company users on-site and remotely when needed.', 'Ensuring security and efficiency of IT infrastructure.', 'Prepare activity reports as needed', 'Mentor team members on technical issues']",3 To 7 Years,"['Cisco', 'CCNA', 'Information Technology (IT)', 'Networking', 'Computer Engineering', 'Computer Science', 'Software Development']"
57,Senior IT Engineer,Royal Herbs,"Alsadat City, Monufya",Full Time,Experienced (Non-Manager),"['BSc/BA in Computer Science or a related degree', 'Strong knowledge of network infrastructure design, implementation, and management.', 'Proficiency in troubleshooting network-related issues.', 'Familiarity with various operating systems (Linux, Mac OS, Windows)', 'Familiarity with network security principles, protocols, and best practices.', 'Strong problem-solving skills, with the ability to analyze complex technical issues.']","[""Oversee the design, implementation, and maintenance of the company's IT infrastructure, including servers, networks, storage systems, and cloud environments."", 'Monitor network performance and proactively identify and resolve issues to ensure optimal network availability and performance.', 'Ensure timely and effective resolution of IT-related issues reported by end-users.', 'Assist users in setting up and configuring computer systems, software applications, and peripheral devices.', 'Provide first-line technical support to end-users via phone, email, or in-person, troubleshooting and resolving hardware, software, and network-related issues.', 'Ensure network security measures are in place, including firewalls, intrusion detection/prevention systems, and data encryption.']",3 To 7 Years,"['Computer Science', 'Engineering', 'Information Technology (IT)', 'Network', 'Troubleshooting', 'Security', 'computer', 'IT Service Management', 'HelpDesk']"
58,Data Solution Architect,Sceel.io,"Maadi, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's or Master's degree in Computer Science, Information Technology, or a related field."", 'Proven experience 6 in data architecture, data engineering, or related roles.', 'Strong knowledge of data architecture principles, data modeling, and data integration patterns.', 'Experience with data storage solutions, such as databases, data warehouses, and data lakes.', 'Proficiency in data integration tools and technologies (e.g., ETL/ELT processes).', 'Excellent problem-solving skills and the ability to communicate complex technical concepts to non-technical stakeholders.', 'Familiarity with cloud-based data platforms (e.g., AWS, Azure, GCP) is a plus.', 'Data architecture certifications (e.g., CDMP, TOGAF) are desirable.', 'Good business understanding']","['Collaborate with business and IT stakeholders to understand data requirements and objectives.', 'Design end-to-end data solutions, including data architecture, data integration, and data modeling, to support business processes and analytics.', ""Evaluate and select data technologies and tools that align with the organization's data strategy."", 'Develop and maintain data architecture blueprints, data flow diagrams, and solution documentation.', 'Provide technical leadership and guidance to development teams during the implementation of data solutions.', 'Ensure data solutions are scalable, reliable, and adhere to data security and compliance standards.', 'Collaborate with data engineers and data scientists to optimize data processing and analysis.', 'Lead data governance and data quality initiatives, ensuring data consistency and accuracy.', 'Stay updated with emerging data technologies and industry best practices.', 'Participate in data strategy development and roadmapping discussions.']",5 To 8 Years,"['Architecture', 'AWS', 'Azure', 'Cloud', 'Computer Engineering', 'Computer Science', 'Data Modeling', 'Engineering', 'ETL', 'Information Technology (IT)', 'Integration', 'storage solutions']"
59,Technical Lead,Bypa,ss,Full Time,Manager,"[""Bachelor's or higher degree in Computer Science, Software Engineering, or a related field."", 'Proven experience as a Technical Lead in Java development with expertise in Java frameworks and libraries.', 'Hands-on experience with cloud platforms, particularly AWS or GCP.', 'Familiarity with microservices architecture, containerization (Docker/Kubernetes), and serverless computing.', 'Strong database design and optimization skills.', 'Knowledge of DevOps practices, version control (Git), and CI/CD pipelines.', 'Excellent communication and leadership skills.']","['Lead and mentor a team of skilled developers, providing technical guidance and fostering a collaborative and innovative work environment.', 'Design, develop, and deliver scalable and high-performance software solutions using Java and cloud technologies.', 'Collaborate with cross-functional teams to understand business requirements and translate them into technical specifications.', 'Conduct thorough code reviews, ensuring adherence to coding standards, best practices, and knowledge sharing within the team.', 'Architect and implement microservices-based solutions, leveraging cloud platforms (AWS or GCP).', 'Implement and optimize databases, both relational and NoSQL, within the context of cloud-based applications.', 'Embrace DevOps practices, including CI/CD, automated testing, and infrastructure as code (IaC).', 'Stay abreast of industry trends, emerging technologies, and best practices to drive continuous improvement.']",4 To 8 Years,"['Java', 'AWS', 'Software Development', 'Architecture', 'Engineering', 'Git', 'Software Engineering', 'Computer Science']"
60,ERP Consultant - HCM,Higher Colleges of Technology,"Dubai, United Arab Emirates",Full Time,Not Specified,[],[],Not Specified,"['ERP', 'Information Technology (IT)', 'Computer Science', 'Accounting', 'Implementation', 'Finance', 'Business', 'Odoo', 'Customer Service', 'Engineering', 'Business Administration', 'Project Management', 'Commerce', 'Analysis', 'SQL', 'Sales', 'Software', 'Customer Support', 'Oracle', 'Software Engineering']"
61,Senior Devops Engineer,Ejada,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),[],[],5 To 7 Years,"['Administration', 'DevOps']"
62,Salesforce Techno Functional Consultant,Lucidspire Pvt Ltd,"Dubai, United Arab Emirates",Full Time,Not Specified,[],[],Not Specified,"['Information Technology (IT)', 'Computer Science', 'Oracle', 'EBS', 'ERP', 'Techno Functional', 'Project Management', 'Engineering', 'English', 'HRMS', 'Implementation', 'SQL', 'ERP Implementation', 'Functional', 'HCM', 'Oracle EBS', 'Oracle Fusion', 'Software Development', 'Software Engineering', 'Accounting']"
63,Senior Backend Software Engineer - (.Net),Confidential Company,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['4+ years of experience developing in ASP.NET/Core and C#', 'Recent and relevant work experience in at least one of the following technologies: C#, .NET, ASP.NET MVC, REST interfaces and PostgreSQL', 'Experience with AWS, cloud, and microservices architecture.', 'Knowledge of agile development and willing to take ownership', 'Knowledge of source control system GIT', 'A solid understanding of OO theory, principle, and design patterns', 'Authentication mechanisms', 'Dependency injection', 'ORM (Entity Framework or similar)', 'Familiar with code first and database first approaches', 'Familiar with custom Middleware (e.g. Exception handling)\n ']","['Implement core services in ASP.NET Core that run in docker containers', 'Develop features full stack from the DB up to the public API', 'Ensure the platform remains scalable and the codebase remains maintainable', 'Identify and correct bottlenecks and fix bugs', 'Help maintain code quality, organization, and automatization', 'Writing scalable code for .NET software applications.']",3 To 5 Years,"['.Net', 'C#', 'Computer Science', 'Software Development', 'Software Engineering', 'Amazon Web Services', 'ASP.Net', 'MVC', 'Microservice Architecture', 'AWS']"
64,Senior Devops Engineer,Confidential Company,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),[],"['Bachelor’s degree in the field of information technology or its equivalent.', 'At least 10 years of experience in similar fields of work.', 'Experience with SCRUM Agile Development methodology .', 'Experience in DevOps methodology .', 'Thorough knowledge of managing, maintaining and operating backup servers (Linux) .', 'Experience in monitoring systems performance and troubleshooting their problems.', 'Experience in conducting user research and proposing solutions .', 'Has experience in creating and operating environments (Kubernetes, Containers Docker Administrator / Developer)\nCertified Kubernetes .', 'Full knowledge of the backup systems and servers Oracle Cloud and working on them for a period of not less than two years .', 'Full knowledge of the network systems and databases Oracle Cloud.']",More Than 10 Years,"['Software Development', 'DevOps', 'Information Technology (IT)', 'Scrum', 'Agile', 'Linux Server', 'Backup Solutions']"
65,Second Line Support and Network & Data Engineer.,Confidential Company,"Obour City, Cairo",Full Time,Experienced (Non-Manager),"['An Associate’s degree and 7+ years of relevant IT Systems-Network-Data-Security Engineering experience is preferred. Candidate will possess and MCSE windows server 2016 is preferred ', '·  Windows Server 2016  Directory Services and an other built in server Like DNS , DHCP , File Service ………………..', '· Google G-Suite Services ', '·  Network Engineering LAN/WAN', '· Cisco CCNA , CCNP Swathing and routing is preferred ', '· CCNA Security', '·  Cloud Computing and Virtualization Concepts is preferred ', '·  Data Engineering and Backup Concepts (Veeam , SCDPM)', '·  Maintenance of computer equipment, workstation and printer troubleshooting and repair, telecommunications and teleconferencing equipment.', '·  Strong interpersonal and IT troubleshooting skills.\n\n ']","['·  Provide technical support to users of IT services our corporate', '·  Assist users with problems related to computer and communications services, including operating systems, local area network (LAN) services and various applications packages', '·  Gather data and perform diagnostic techniques to help identify solutions to problems', ""·  Monitor the resolution of users' problems; expedite problem resolution efforts and coordinate with vendors and other technicians to resolve problems with telecommunication services, computer hardware, software and procedures"", '·  Serve as a principal point of contact for resolving user questions or problems concerning IT automation systems, software and/or hardware problems, password violations, and telecommunications trouble and work orders.', '·  Determine the exact nature of the problem (e.g., routine, non-routine, user error, faulty data lines, equipment malfunctions, software malfunctions, etc.) in order to provide or assist technicians, specialists and users with solutions to problems, and if you can’t solve it escalate to second line support', '·  Collect information from callers to be used in the troubleshooting and workstation and/or printer services.', '·  Performs other duties as assigned.\n\n ']",5 To 7 Years,"['CCNP', 'Cisco', 'DHCP', 'Engineering', 'Information Technology (IT)']"
66,Second Line Support and Systems & Security Engineer.,Confidential Company,"Obour City, Cairo",Full Time,Experienced (Non-Manager),"['An Associate’s degree and 7+ years of relevant IT Systems-Network-Data-Security Engineering experience is preferred. Candidate will possess and MCSE windows server 2016 is preferred \n\n ', '·  Windows Server 2016  Directory Services and an other built in server Like DNS , DHCP , File Service ………..', '·  Systems and Security Center Family (SCCM , SCOM , SCSM , SCVMM) ', '· Google G-Suite Services ', '·  Network Engineering LAN/WAN', '·  Cloud Computing and Virtualization Concepts is preferred ', '· Security Engineering Concepts ', '· Sophos XG Firewall', '·  Maintenance of computer equipment, workstation and printer troubleshooting and repair, telecommunications and teleconferencing equipment.', '·  Strong interpersonal and IT troubleshooting skills.\n\n ']",[],5 To 7 Years,"['Security Engineering', 'Network Security']"
